arabic_instruction,instruction
امنح اسم منطقة المجتمع التي كانت تحتوي على أكثر سرقة جيب.,Give the name of the community area which had the most pocket-picking thefts.
من كان ألدرمان في المقاطعة التشريعية حيث وقعت القضية رقم JB103470؟ إعطاء الاسم الكامل.,Who was the alderman of the legislative district where case No. JB103470 took place? Give the full name.
أعط اسم حي مجتمع ويست إنجلوود.,Give the neighborhood name of West Englewood community.
كم عدد الأحياء المختلفة الموجودة في مجتمع روزلاند؟,How many different neighborhoods are there in Roseland community?
أعط رمز مكتب التحقيقات الفيدرالي وصف الحالة رقم JB134191.,Give the FBI code description of case No.JB134191.
أخبر عدد الحالات مع الاعتقالات في مجتمع North Lawndale.,Tell the number of cases with arrests in North Lawndale community.
ما هي النسبة المئوية للسرقة أقل من 500 دولار بين جميع الحالات التي حدثت في ويست إنجلوود؟,What is the percentage of under $500 thefts among all cases that happened in West Englewood?
ما هي النسبة المئوية لحالات السرقة بين جميع الحالات التي حدثت في مجتمع Edgewater؟,What is the percentage of larceny cases among all cases that happened in Edgewater community?
كم عدد الجرائم التي ارتكبت في 018xx s Komensky Avein May 2018؟,How many crimes were committed at 018XX S KOMENSKY AVEin May 2018?
ما هو اسم المجتمع مع أعلى عدد السكان؟,What is the name of the community with the highest population?
كم عدد حوادث العنف المنزلي الذي حدث في مبنى مهجور في عام 2018؟,How many incidents of domestic violence occurred in an abandoned building in 2018?
ما هو عدد سكان المنطقة الذين لديهم أقل عدد من السكان؟,What is the population of the district with the least population?
كم عدد الاعتقالات التي تم إجراؤها في عام 2018 في مستشفى للحيوانات بموجب قانون مكتب التحقيقات الفيدرالي 08B؟,How many arrests were made in 2018 in an animal hospital under FBI code 08B?
أعط الوصف التفصيلي لجميع الجرائم ضد المجتمع.,Give the detailed description of all the crimes against society.
من هو الضابط القائد في المنطقة مع أكبر عدد من السلوك غير المنضبط؟,Who is the commanding officer in the district with the highest number of disorderly conduct?
ما هي الجريمة التي ارتكبتها المجرمون؟,Which crime was committed the most by criminals?
في ألباني بارك ، كم عدد الاعتقالات التي تم إجراؤها في شقة بسبب الاعتداء الجنسي الجنائي؟,"In Albany Park, how many arrests were made in an apartment due to criminal sexual abuse?"
ما هو الموقع الدقيق أو التنسيق حيث حدثت معظم عمليات السطو في حديقة روجرز؟,What is the precise location or coordinate where most of the robberies in Rogers Park occurred?
كم عدد التماس في جرائم الدعارة في ويست غارفيلد بارك؟,How many solicit on public way prostitution crimes were arrested in West Garfield Park?
في الجناح الأكثر اكتظاظًا بالسكان ، كم عدد حوادث العنف المنزلي تم الإبلاغ عنها في حانة أو حانة؟,"In the most populated ward, how many incidents of domestic violence were reported in a bar or tavern?"
كم عدد الأحياء الموجودة في الجانب الشمالي القريب؟,How many neighborhoods are there in Near North Side?
من بين جميع حوادث العنف المنزلي الذي تم الإبلاغ عنه في الجناح يمثله ألدرمان والتر بورنيت جونيور ، كم تم القبض عليهم؟,"Out of all the incidents of domestic violence reported at the ward represented by alderman Walter Burnett Jr., how many were arrested?"
ما هو الوصف القصير للجريمة التي ارتكبها المجرمون في المجتمع الأقل اكتظاظًا بالسكان؟,What is the short description of the crime committed the most by criminals in the least populated community?
ما هو عنوان مكتب المقاطعة التشريعية حيث يقع 010xx w Lake St؟,What is the legislative district's office address where 010XX W LAKE ST is located?
ما هو اسم المجتمع الذي لديه أكبر عدد من الجرائم المتعلقة بالدعارة؟,What is the name of the community that has the highest number of crimes related to prostitution?
كم عدد التخريب الذي تم القبض عليه في الجناح الذي يمثله إدوارد بيرك؟,How many vandalisms were arrested in the ward represented by Edward Burke?
كم عدد حالات العنف المنزلي تم الإبلاغ عنها في مايو 2018؟,How many domestic violence cases were reported in May 2018?
سرد أرقام IUCR وحالة فهرس حوادث القتل.,List the IUCR numbers and index status of homicide incidents.
توفير الشخص المسؤول وعنوان بريده الإلكتروني في شيكاغو لاون.,Provide the responsible person and his/her email address of Chicago Lawn.
ما هو الاسم الكامل لألدرمان للجناح الأكثر ازدحاما؟,What is the alderman's full name of the most crowded ward?
قائمة أسماء منطقة المجتمع في الشمال الغربي.,List the community area names in the Northwest.
أدرج ألقاب وأوصاف قضايا الجرائم ضد الأشخاص.,List down the titles and descriptions of the crimes cases against persons.
صف الوصف المحدد ومواقع الحالات تحت IUCR 142.,Describe the specific description and case locations under IUCR 142.
كم عدد الجرائم التي تعاملت معها بريندان رايلي في 7 أكتوبر 2018؟,How many crimes were handled by Brendan Reilly on 7th October 2018?
كم عدد الحالات التي تم القبض عليها بين الجرائم التي حدثت في مطعم Englewood؟,How many cases have been arrested among the crimes that happened in the restaurant of Englewood?
توفير أرقام الحالات ، وأسماء Aldermen الكاملة ، وأسماء المقاطعات للجرائم التي حدثت في 0000x N Francisco Ave.,"Provide case numbers, aldermen's full names, and district names of the crimes that happened in 0000X N FRANCISCO AVE."
كم عدد الجرائم التي كانت جريمة غير مؤثرة؟,How many crimes were Misc Non-Index Offense?
قائمة أسفل المناطق الحي في دوغلاس.,List down the neighborhood areas of Douglas.
احسب متوسط ​​معدل الجريمة في الشهر في أعلى مساحة من السكان.,Calculate the average crime rate per month in the highest populous area.
من بين الجرائم في المركزية ، احسب النسبة المئوية لحوادث السرقة.,"Among the crimes in the Central, calculate the percentage of larceny incidents."
اذكر أوصاف الموقع وأسماء Aldermen الكاملة للحرق العمد بواسطة Explosive.,List the location descriptions and aldermen's full names of the arson by explosive.
توفير تاريخ حدوث وموقع الممارسة الخادعة بسبب الاستخدام غير القانوني للصوت المسجل.,Provide the occurrence date and location of the deceptive practice due to the unlawful use of recorded sound.
من بين الاعتداءات الجنسية الجنائية في مقاطعة أديناردو جوتيريز ، كم عدد الحالات التي حدثت في السكن؟,"Among the criminal sexual assaults in the district of Adnardo Gutierrez, how many cases happened in the residence?"
كم في المائة من قضايا العنف المنزلي تم القبض عليها في ويست بولمان؟,How many percent of domestic violence cases were arrested in West Pullman?
احسب النسبة المئوية لقضايا العنف المنزلي التي يتعامل معها كريستوفر تاليافيرو. من بينها ، قائمة أرقام التقارير من الحالات التي حدثت في البنك.,"Calculate the percentage of the domestic violence cases handled by Christopher Taliaferro. Among them, list report numbers of cases that happened in the bank."
"كم عدد ألدرمن ""جيمس"" كاسم أولي؟","How many aldermen have ""James"" as their first name?"
كم عدد الجرائم التي يتم الالتزام بها في 1 يناير 2018؟,"How many crimes are commited on January 1, 2018?"
احسب متوسط ​​سكان المناطق المجتمعية في الجانب الغربي.,Calculate the average population of community areas in the West side.
من بين الحالات التي تم الإبلاغ عنها في الجناح مع إدوارد بيرك بصفته ألدرمان وحدث في منطقة المجتمع التي يمتلك أعلى عدد السكان ، توفر رقم التقرير من الجريمة بأعلى فوز.,"Among the cases reported in the ward with Edward Burke as the alderman and happened in the community area with the highest population, provide the report number of the crime with the highest beat."
"كم عدد الجرائم التي حدثت في الشارع لقب FBI ""القتل الأول والثاني""؟","How many of the crimes that happened in the street have FBI title ""Homicide 1st & 2nd Degree""?"
من هو Alderman في الجناح المرتبط بالجريمة مع التقرير رقم 23769؟,Who is the alderman in the ward associated with the crime with report number 23769?
اذكر أعداد حالة جرائم العنف المنزلي المبلغ عنها في ميدان لينكولن.,List the case numbers of domestic violence crimes reported in Lincoln Square.
من بين الجرائم التي تم الإبلاغ عنها إلى الجناح الواقعة في 1958 N. Milwaukee Ave. ، أدرج رقم التقرير في الجرائم التي حدثت داخل الشقة.,"Among the crimes reported to the ward located at 1958 N. Milwaukee Ave., list down the report number of the crimes happened inside the apartment."
ما هو إجمالي عدد الجرائم التي حدثت في بريدجبورت بفوز أقل من 1000؟,What is the total number of crimes that happened in Bridgeport with beat less than 1000?
اذكر عدد التقرير من الجرائم المبلغ عنها في منطقة مجتمع في الجانب الشمالي الأقصى ويبلغ عدد سكانها أكثر من 60،000.,"List the report number of crimes reported in a community area in the far north side with a population greater than 60,000."
سرد عدد التقرير التي حدثت جرائم ضد الممتلكات في Riverdale.,List the report number of crimes against property happened in Riverdale.
"كم عدد حالات العنف المنزلي التي تم إحضارها في الجناح الذي يستخدم ""ward13@cityofchicago.org""؟","How many domestic violence cases were brought in the ward that uses ""ward13@cityofchicago.org""?"
ما هو عنوان المقاطعة المرتبط بالحالة JB107731؟,What is the district address associated with the case JB107731?
احسب إجمالي الإيقاع للجرائم المبلغ عنها في منطقة مجتمع في الجانب المركزي حيث يبلغ عدد سكانها 50000 وما فوق.,"Calculate the total beat of the crimes reported in a community area in the central side with population of 50,000 and above."
اذكر عدد القضية من الجرائم ضد المجتمع الذي حدث في يونيو 2018.,List the case number of crimes against society that happened in June 2018.
من بين الجرائم الموجودة في منطقة المجتمع مع أعلى عدد السكان ، ما هي النسبة المئوية للعنف المنزلي؟,"Among the crimes located in the community area with the highest population, what is the percentage of domestic violence?"
اذكر رقم القضية من الجرائم في الأجنحة التي يقل عدد السكان التي تقل عن 52000 والتي تغلبت على أكبر من 90 ٪ من متوسط ​​فوز جميع الجرائم.,List the case number of the crimes in wards with population below 52000 that have beat greater than the 90% of the average beat of all crimes.
يرجى سرد اسم منطقة المجتمعات في الجانب الشمالي الأقصى ، والذي يبلغ عدد سكانه أكثر من 50000 ولكن أقل من 70000.,"Please list the area name of the communities in the Far north side, which has a population of more than 50000 but less than 70000."
إعطاء إحداثي الأزقة حيث تم الإبلاغ عن جريمة وتم اعتقال.,Give the coordinate of the alleys where a crime was reported and an arrest was made.
ابحث عن اسم القائد وعنوان البريد الإلكتروني ورقم هاتف منطقة Ogden.,"Find the commander's name, email address, and phone number of the Ogden district."
ما هو رمز مكتب التحقيقات الفيدرالي وتعريف المقامرة؟,What is the FBI code and definition of Gambling?
من بين الجرائم ، ما هي النسبة المئوية الشديدة؟,"Among the crimes, what percentage are severe?"
أي نوع من الموقع في أوستن أبلغ عن أكبر عدد من الجرائم؟,What kind of location in Austin reported the most number of crimes?
في المتوسط ​​، كم عدد المناطق المجتمعية الموجودة في الجانب؟,"On average, how many community areas are there in a side?"
ما هي منطقة المجتمع التي لديها أكبر عدد من الجرائم التي تم الإبلاغ عنها في الشارع؟,Which community area has the highest number of crimes reported on the street?
ما هو متوسط ​​عدد جرائم القتل المتهورة التي حدثت في المنطقة؟,What is the average number of reckless homicides that happened in a district?
ابحث عن عنوان مكتب الجناح ورقم هاتف الجناح حيث حدثت معظم الجرائم دون إلقاء القبض عليها.,Find the ward office's address and phone number of the ward where the most crimes without arrest occurred.
أعط رقم القضية وإحداثيات الأماكن التي يتم فيها الإبلاغ عن اختطاف الأطفال.,Give the case number and coordinates of the places where child abduction is reported.
ما هي أكثر الجريمة المبلغ عنها في الجانب الشمالي الغربي؟,What is the most reported crime in the Northwest side?
ابحث عن منطقة المجتمع التي حدث فيها أقل عدد من الجرائم المحلية.,Find the community area where the least number of domestic crimes happened.
في جرائم تعاطي المخدرات ، ما هي النسبة المئوية المتعلقة بالقنب؟,"In drug abuse crimes, what percentage is related to cannabis?"
ما هو متوسط ​​عدد الجرائم الأقل حدة التي تم الإبلاغ عنها يومًا في فبراير من عام 2018؟,What is the average number of less severe crimes reported a day in February of 2018?
قائمة اسم وعدد المجتمعات حيث تم الإبلاغ عن أكثر من متوسط ​​التماس للبغايا.,List the name and population of the communities where more than average solicit for prostitutes were reported.
من بين الحوادث المبلغ عنها في هاريسون ، ما هي النسبة المئوية للسلوك غير المنضبط؟,"Among the incidents reported in Harrison, what percentage are disorderly conduct?"
احسب الفرق في متوسط ​​عدد اختطاف المركبات ومختطافات المركبات المشددة في المناطق.,Calculate the difference in the average number of vehicular hijackings and aggravated vehicular hijackings in the districts.
كم عدد الجرائم التي حدثت في خط الطول -8772658001؟,How many crimes happened in longitude -8772658001?
سرد جميع جرائم النوع المخدر الموجود.,List all the crimes of the narcotic type that exist.
ما هو الاسم الأول لألدرمن من الأجنحة مع أكثر من 50000 نسمة؟,"What is the first name of the aldermen of wards with more than 50,000 inhabitants?"
قائمة الجرائم التي صنفها مكتب التحقيقات الفيدرالي على أنها تعاطي المخدرات من خلال رقم تقريرهم.,List crimes that the FBI has classified as Drug Abuse by their report number.
كم عدد جرائم انتهاك الأسلحة التي حدثت في منطقة كالوميت؟,How many weapons violation crimes have occurred in the Calumet district?
ما هو الموقع الدقيق للجرائم التي حدثت في مجتمع بلمونت كراجين؟,What is the exact location of the crimes that occurred in the Belmont Cragin community?
كم عدد أنواع الجرائم المختلفة ، وفقًا للوصف الأساسي ، حدثت في حي هيرموسا؟,"How many different types of crimes, according to the primary description, have occurred in the Hermosa neighborhood?"
كم عدد قضايا الجريمة المحلية التي كان القائد رونالد أ. بونتيكور جونيور مسؤولاً عن التحقيق؟,How many domestic crime cases has Commander Ronald A. Pontecore Jr. been responsible for investigating?
كم عدد الجرائم ضد المجتمع في منطقة وينتورث وفقا لمكتب التحقيقات الفيدرالي؟,How many crimes against society happened in the Wentworth district according to the FBI?
ما هو رقم الهاتف الذي يتعين على Alderman Emma Mitts الاتصال به إذا أرادت التحدث إلى القائد المسؤول عن التحقيق في الجرائم التي حدثت في جناحها؟,What phone number does alderman Emma Mitts have to call if she wants to speak to the commander in charge of the investigation of the crimes that have occurred in her ward?
"كم عدد الجرائم التي وصفت بأنها ""سرقة سيارة"" من قبل مكتب التحقيقات الفيدرالي التي حدثت في مجتمع البحيرة في عرض؟",How many crimes described as 'The theft of a motor vehicle' by the FBI have taken place in the Lake View community?
في أي منطقة كانت هناك جرائم تخويف أكثر؟,In which district have there been more intimidation-type crimes?
ما هي أنواع الجرائم المحلية التي حدثت أكثر في مجتمع North Lawndale؟,What types of domestic crimes have occurred the most in the North Lawndale community?
في أي جناح لأكثر من 55000 نسمة هناك المزيد من جرائم التخويف مع الابتزاز؟,"In which ward of more than 55,000 inhabitants are there more crimes of intimidation with extortion?"
أي قائد كان عليه التعامل مع المزيد من حالات الاعتداء الجنسي الجنسي؟,Which commander has had to deal with more cases of criminal sexual abuse?
ما هي النسبة المئوية للجرائم غير المحلية التي حدثت في منطقة جيفرسون بارك؟,What percentage of non-domestic crimes have occurred in the Jefferson Park district?
ما هو متوسط ​​عدد الأجنحة حيث تم الإبلاغ عن الجرائم السكنية دون اعتقالات؟,What is the average population of the wards where apartment crimes have been reported without arrests?
ما هي الأسماء الكاملة لأفضل 5 وارد ألدرمن المزدحمة؟,What are the full names of the top 5 most crowded ward aldermen?
كم عدد الجريمة ضد الممتلكات؟,How many crime against property are there?
كم عدد المناطق الموجودة في مبنى مقاطعة الشرطة برمز بريدي 60608؟,How many districts are there in the police district building with a zip code of 60608?
من هي الجريمة ضد الاعتداء الجنسي الجنائي؟,Who is the crime against criminal sexual abuse?
أي مجتمع لديه أكبر عدد من الأحياء؟,Which community has the highest number of neighborhoods?
كم عدد حوادث الجريمة الشديدة التي تم الإبلاغ عنها في إحداثيات 41.64820151 ، -87.54430496؟,"How many severe crime incidents were reported at coordinate 41.64820151, -87.54430496?"
من هو الضابط القائد في المقاطعة مع أكبر عدد من الجرائم المبلغ عنها حيث لم يتم إلقاء القبض عليها؟,Who is the commanding officer in the district with the highest number of reported crimes where no arrest has been made?
ما هي الأوصاف العامة والمحددة لحوادث الجريمة الأكثر شيوعًا التي حدثت في طائرة؟,What are the general and specific descriptions of the most common crime incidents that happened in an aircraft?
بين Deering و Near West Districts ، أي منطقة أبلغت عن أكبر عدد من حوادث الجريمة التي حدثت في مكتبة؟,"Between Deering and Near West districts, which district reported the most number of crime incidents that happened in a library?"
كم عدد الاعتقالات التي تم إجراؤها بسبب السطو القسري للدخول الذي حدث في مركز رعاية نهارية؟,How many arrests have been made due to forcible entry burglary that took place in a day care center?
ما هو اسم المقاطعة مع أكبر عدد من حالات العنف المنزلي؟,What is the name of the district with the highest number of domestic violence cases?
في المجتمع الأقل اكتظاظًا بالسكان ، ما هو الموقع الأكثر شيوعًا لجميع حوادث الجريمة المبلغ عنها؟,"In the least populated community, what is the most common location of all the reported crime incidents?"
كم عدد انتهاكات القوانين التي لم يتم إلقاء القبض عليها؟,How many violation of laws are there where no arrest has been made?
ما هو الإحداثي الدقيق للموقع حيث حدثت حوادث هجومية بسيطة في تشاتام؟,What is the precise coordinate of the location where simple assault incidents happened the most in Chatham?
في مجتمع ساوث سايد ، ما هو اسم المجتمع الذي يحمل أكثر الحوادث التي تم الإبلاغ عنها من خلال أخذ أو يحمل أو يقود أو ركوب الممتلكات من حيازة أو حيازة شخص آخر؟,"In the South side community, what is the name of the community with the most reported incidents of unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person?"
كم عدد الجريمة ضد المجتمع التي تم الإبلاغ عنها في إنجلوود؟,How many crime against society were reported in Englewood?
ما هو متوسط ​​عدد حوادث الاحتيال الأسبوعية التي تم الإبلاغ عنها في يناير 2018؟ قدم وصفًا للموقع الذي حدثت فيه غالبية حوادث الاحتيال في الشهر المذكور.,What is the weekly average number of fraud incidents that were reported in January 2018? Provide the description of the location where the majority of fraud incidents occurred in the said month.
يرجى إدراج أي ثلاث مجالات مجتمعية يبلغ عدد سكانها أكثر من 50000.,"Please list any three community areas with a population of more than 50,000."
ما هي المجتمعات التي يتم تجميعها معًا على الجانب المركزي؟,What are the communities that are grouped together on the central side?
ما هو الفرق بين عدد المجتمعات التي تقع على الجانبين الشمالي والجنوبي حيث يبلغ عدد سكانها أكثر من 30،000؟,"What is the difference between the number of communities that are located on the north and south sides with a population of more than 30,000?"
يرجى سرد جميع معلومات الاتصال لمنطقة الشرطة بالقرب من الغرب.,Please list all of the contact information for the police district Near West.
من المسؤول عن قضايا الجريمة في مقاطعة لينكولن؟,Who is responsible for crime cases in district Lincoln?
ما هو الوصف العام والمحدد للحادث 275؟,What is the general and specific description of incident 275?
ما هي النسبة المئوية للحالات الشديدة المرتبطة بالاعتداء الجنسي؟,What is the percentage of severe cases that are related to sexual assault?
ما هي الأحياء الموجودة في منطقة مجتمع المركز الشمالي؟,What are the neighborhoods that are located in the North Center community area?
كم عدد الأحياء التي يمكن العثور عليها في منطقة مجتمع فورست غلين؟,How many neighborhoods can be found in the Forest Glen community area?
ما هو إجمالي عدد السكان في الأحياء Avondale Gardens و Irving Park و Kilbourn Park و Merchant Park و Old Irving Park و The Villa؟,"What is the total population of the neighborhoods Avondale Gardens, Irving Park, Kilbourn Park, Merchant Park, Old Irving Park, and The Villa?"
"كم عدد قضايا الجريمة التي تم تصنيفها على أنها ""انتهاك الأسلحة"" من قبل مكتب التحقيقات الفيدرالي؟","How many crime cases have been classified as ""Weapons Violation"" by the FBI?"
يرجى سرد أي ثلاث قضايا للاعتداء الجنسي ضد الأشخاص الذين تم القبض على المجرمين.,Please list any three criminal sexual assault cases against persons where the criminals have been arrested.
يرجى تحديد اسم المقاطعة حيث تم إجراء رقم الحادث JB106545.,Please state the district name where incident number JB106545 took place.
ما هو الوصف العام لرقم الحالة JB106010؟,What is the general description for case number JB106010?
يرجى تسمية ثلاث مجتمعات تجربة حادث الاحتيال.,Please name three communities that experience the fraud incident.
ما هو النوع الرئيسي من الجريمة التي حدثت في منطقة مجتمع روجرز بارك؟,What was the major type of crime that happened in the Rogers Park community area?
في أي منطقة حدث عدد قضية القتل المتعددة JB120039؟,At which district did the multiple homicide case number JB120039 occurred?
"ما هي النسبة المئوية لحالات الجريمة التي تم تصنيفها على أنها ""تعاطي المخدرات"" من قبل مكتب التحقيقات الفيدرالي وحدثت في الشارع؟","What is the percentage of crime cases that have been classified as ""drug abuse"" by the FBI and happened on the street?"
توفير رقم الجناح مع أعلى عدد السكان.,Provide the ward number with the highest population.
ما هو وصف الإيقاع والموقع للحالة JB112212؟,What is the beat and location description of the case JB112212?
"امنح قانون مكتب التحقيقات الفيدرالي للجريمة التي وصفها ""قتل إنسان واحد من قبل شخص آخر"".","Give the FBI code for the crime described by ""The killing of one human being by another."""
توفير ما لا يقل عن 5 عناوين مكتب جناح المرتبطة بالجرائم التي حدثت في مجتمع Montclare.,Provide at least 5 ward office addresses associated with the crimes that happened in the community of Montclare.
قم بإدراج قائد المقاطعة المرتبط بالجريمة التي حدثت في الفناء ولديها فوز 532.,List down the district's commander associated with the crime that happened at the yard and has a beat of 532.
ما هو اسم الحي في منطقة مجتمع البحيرة؟,What is the neighborhood name in the community area of Lake View?
اسم حي منطقة المجتمع في الجريمة مع التقرير رقم 23843؟,Name the neighborhood of the community area in crime with report number 23843?
ما هو وصف مكتب التحقيقات الفيدرالي للجريمة للتقرير رقم 23778؟,What is the FBI description of the crime for report number 23778?
قم بإدراج عدد التقرير من الجرائم المرتبطة بقائد المقاطعة المسمى Jill M. Stevens.,List down the report number of crimes associated with the district commander named Jill M. Stevens.
"من بين الجرائم التي حدثت في الحي المسمى ""Avalon Park"" ، ما هي النسبة المئوية للجرائم التي حدثت داخل المنزل؟","Among the crimes happened in the neighborhood called ""Avalon Park"", what is the percentage of crimes that happened inside the house?"
ما هو الاسم الكامل لألدرمان أوف وارد رقم 21؟,What is the full name of the alderman of ward no.21?
ما هو معرف جناح الجناح الأكثر ازدحاما؟,What is the ward ID of the most crowded ward?
"كم عدد الحوادث التي لديها الوصف العام لـ ""الاعتداء"" في تصنيف IUCR؟","How many incidents have the general description of ""ASSAULT"" in the IUCR classification?"
"كم عدد الحوادث التي تعتبر ""شديدة"" في تصنيف IUCR؟","How many incidents are considered ""severe"" in the IUCR classification?"
من بين الجرائم بدون اعتقال تم إجراؤها ، كم منهم حدث في الجناح يمثله ألدرمان بات دويل؟,"Among the crimes with no arrest made, how many of them happened in the ward represented by alderman Pat Dowell?"
أي ألدرمان يمثل الجناح مع أكبر عدد من الجرائم في يناير 2018؟ يرجى إعطاء اسمه الكامل.,"Which alderman represents the ward with the most number of crimes in January, 2018? Please give his or her full name."
من بين الجرائم في الجناح مع معظم السكان ، كم منهم حالات العنف المنزلي؟,"Among the crimes in the ward with the most population, how many of them are cases of domestic violence?"
يرجى سرد إحداثيات الموقع لجميع الحوادث التي حدثت في الجناح الممثل من قبل Alderman Pat Dowell.,Please list the location coordinates of all the incidents that had happened in the ward represented by alderman Pat Dowell.
ويمثل الجناح الذي كان لدى ألدرمان المزيد من الحوادث في يناير 2018 ، بات دويل أو صوفيا كينج؟,"The ward represented by which alderman had more incidents in January, 2018, Pat Dowell or Sophia King?"
"يرجى سرد أرقام الحالة لجميع الحوادث مع الوصف العام لـ ""البطارية"" في تصنيف IUCR.","Please list the case numbers of all the incidents with the generic description of ""BATTERY"" in the IUCR classification."
"من بين الحوادث ذات الوصف العام لـ ""البطارية"" في تصنيف IUCR ، كم عددهم ليس لديهم اعتقالات تم إجراؤها؟","Among the incidents with the generic description of ""BATTERY"" in the IUCR classification, how many of them do not have arrests made?"
"يرجى سرد أرقام الحالة لجميع الجرائم التي وصفها القصير لنوع الجريمة هو ""القتل الأول والثاني"" في تصنيف مكتب التحقيقات الفيدرالي.","Please list the case numbers of all the crimes whose short description of the kind of crime is ""Homicide 1st & 2nd Degree"" in the FBI classification."
"من بين الحوادث في يناير 2018 ، كم منهم تم ذكره ""ضد الممتلكات"" في تصنيف مكتب التحقيقات الفيدرالي؟","Among the incidents in January, 2018, how many of them were stated ""against Property"" in the FBI classification?"
كان قائد المقاطعة روبرت أ. روبيو مسؤولاً عن عدد الحوادث في يناير 2018؟,"District commander Robert A. Rubio was responsible for how many incidents in January, 2018?"
أي قائد المقاطعة كان مسؤولاً عن المزيد من الحوادث في يناير 2018 ، روبرت أ. روبيو أو غلين وايت؟,"Which district commander was responsible for more incidents in January, 2018, Robert A. Rubio or Glenn White?"
يرجى إدراج الكتل حيث وقعت جميع الحوادث في المنطقة التي قادها روبرت أ. روبيو.,Please list the blocks where all the incidents in the district commanded by Robert A. Rubio took place.
ما هو متوسط ​​عدد الحوادث شهريًا في عام 2018 في الجناح مع معظم السكان؟,What is the average number of incidents per month in 2018 in the ward with the most population?
"من بين جميع الحوادث التي لا يتم إلقاء القبض عليها ، ما هي النسبة المئوية التي لها وصف عام لـ ""البطارية"" في تصنيف IUCR؟","Among all the incidents with no arrest made, what is the percentage of them having a generic description of ""BATTERY"" in the IUCR classification?"
كم عدد أصحاب المطاعم في كاليفورنيا؟,How many restaurants' owners are in California?
كم عدد المطاعم التي تلبي جميع المتطلبات في التفتيش؟,How many restaurants have met all requirements in the inspection?
من بين عمليات التفتيش التي تم إجراؤها في عام 2016 ، كم عددها روتين؟,"Among the inspections carried out in 2016, how many of them are routine?"
يرجى سرد أسماء جميع المطاعم التي تلبي جميع المتطلبات في تفتيش واحد.,Please list the names of all the restaurants that have met all requirements in one inspection.
من بين المطاعم التي يتم تفتيشها في عام 2016 ، كم عددهم في سان فرانسيسكو؟,"Among the restaurants being inspected in 2016, how many of them are in San Francisco?"
ما هو نوع التفتيش الذي كان لدى Tiramisu Kitchen في 2014/1/14؟,What was the type of inspection Tiramisu Kitchen had on 2014/1/14?
كم عدد انتهاكات المخاطر المنخفضة التي تم العثور عليها في التفتيش في 2014/14 لمطبخ Tiramisu؟,How many low risk violations were found in the inspection on 2014/1/14 for Tiramisu Kitchen?
يرجى إدراج أسماء المطاعم التي تعاني من انتهاك منخفض المخاطر في عمليات التفتيش في عام 2014.,Please list the names of the restaurants that had a low risk violation in inspections in 2014.
ما هو وصف الانتهاك المنخفض للمخاطر لمطبخ تيراميسو في 2014/1/14؟,What is the description of the low risk violation of Tiramisu Kitchen on 2014/1/14?
يرجى سرد أوصاف جميع الانتهاكات عالية المخاطر لمطبخ Tiramisu.,Please list the descriptions of all the high risk violations of Tiramisu Kitchen.
كم عدد عمليات التفتيش الروتينية التي قام بها مطبخ Tiramisu؟,How many routine inspections did Tiramisu Kitchen have?
من بين عمليات التفتيش الروتينية لمطبخ Tiramisu ، كم عددهم من أكثر من 70 درجة؟,"Among the routine inspections of Tiramisu Kitchen, how many of them have a score of over 70?"
أي مطعم كان لديه انتهاك منخفض المخاطر في عمليات التفتيش أو Tiramisu Kitchen أو Omni S.F. فندق - 2nd Floor Pantry؟,"Which restaurant had more low risk violation in inspections, Tiramisu Kitchen or OMNI S.F. Hotel - 2nd Floor Pantry?"
كم عدد الانتهاكات عالية المخاطر التي تعاني منها المطاعم في سان فرانسيسكو؟,How many high risk violations do the restaurants in San Francisco have in total?
ما هو المطعم الذي يحتوي على أكبر عدد من الانتهاكات عالية المخاطر؟,Which restaurant has the highest total number of high risk violations?
ما هو متوسط ​​عشرات المطبخ Tiramisu في جميع عمليات التفتيش؟,What is the average scores of Tiramisu Kitchen in all inspections?
أي عمل كان لديه أكبر عدد من عمليات التفتيش؟ إعطاء رقم الهوية لهذا العمل.,Which business had the most number of inspections? Give the Id number for that business.
أخبر رقم هوية العمل مع أكبر عدد من الانتهاكات.,Tell the Id number of the business with the most number of violations.
امنح اسم العمل الذي استوفى جميع المعايير المطلوبة خلال الفحص الروتيني غير المجدول في 2016/9/28.,Give the name of the business which met all the required standards during the unscheduled routine inspection on 2016/9/28.
ما هي الأعمال التي لديها أكبر عدد من الانتهاكات عالية المخاطر؟ إعطاء اسم العمل.,Which business had the most number of high risk violations? Give the name of the business.
"كم عدد أنواع الانتهاكات التي قام بها ""مطعم Stacks"" في 2016/10/4؟","How many kinds of violations did ""Stacks Restaurant"" have on 2016/10/4?"
"أعط وصفًا لانتهاك المخاطر المعتدل الذي ""Chez Fayala ، Inc."" كان في 2016/7/1.","Give the description of the moderate risk violation which ""Chez Fayala, Inc."" had on 2016/7/1."
ما هي الأعمال التي حصلت على أدنى درجة للتفتيش الروتيني غير المجدول في 2016/2016/26؟ إعطاء اسم العمل.,Which business had the lowest score for the unscheduled routine inspection on 2016/9/26? Give the name of the business.
توفير اسم العمل الذي كان لديه أكبر عدد من عمليات التفتيش بسبب الشكوى.,Provide the name of the business which had the most number of inspections because of complaint.
